"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"05/07/2004",10271.99
"05/10/2004",10116.28
"05/11/2004",10038.35
"05/12/2004",10048.21
"05/13/2004",10074.11
"05/14/2004",10065.68
"05/18/2004",9987.04
"05/19/2004",10093.21
"05/20/2004",9970.64
"05/21/2004",10036.78
"05/24/2004",10045.45
"05/25/2004",10121.67
"05/26/2004",10128.84
"05/27/2004",10222.24
"05/28/2004",10216.63
"06/01/2004",10214.57
"06/02/2004",10288.81
"06/03/2004",10281.92
"06/04/2004",10302.08
"06/07/2004",10391.15
"06/08/2004",10432.81
"06/09/2004",10431.32
"06/10/2004",10410.95
"06/14/2004",10401.3
"06/15/2004",10428.05
"06/16/2004",10393.42
"06/17/2004",10390.01
"06/21/2004",10440.05
"06/22/2004",10401.18
"06/23/2004",10486.87
"06/24/2004",10487.46
"06/25/2004",10487.54
"06/28/2004",10464.38
"06/29/2004",10429.13
"06/30/2004",10471.24
"07/01/2004",10448.09
"07/02/2004",10334.08
"07/06/2004",10280.26
"07/07/2004",10266.61
"07/08/2004",10263.73
"07/09/2004",10239.25
"07/12/2004",10257.1
"07/13/2004",10257.1
"07/14/2004",10286.89
"07/15/2004",10235.65
"07/16/2004",10238.37
"07/19/2004",10148.63
"07/20/2004",10155.63
"07/21/2004",10237.12
"07/22/2004",10073.49
"07/23/2004",10045.47
"07/26/2004",10003.8
"07/27/2004",10103.13
"07/28/2004",10146.86
"07/29/2004",10163.01
"07/30/2004",10149.65
"08/02/2004",10203.56
"08/03/2004",10178.28
"08/04/2004",10162.42
"08/05/2004",10129.09
"08/06/2004",9960.74
"08/09/2004",9858.68
"08/10/2004",9944.67
"08/11/2004",9954.18
"08/12/2004",9936.48
"08/13/2004",9854.92
"08/16/2004",9967.08
"08/17/2004",10023.94
"08/18/2004",10083.15
"08/19/2004",10082.78
"08/20/2004",10126.88
"08/23/2004",10131.08
"08/24/2004",10146.79
"08/25/2004",10199.21
"08/26/2004",10193.54
"08/27/2004",10211.25
"08/30/2004",10196.78
"08/31/2004",10173.92
"09/01/2004",10208.27
"09/02/2004",10301.49
"09/03/2004",10321.77
"09/07/2004",10363.36
"09/08/2004",10361.22
"09/09/2004",10337.33
"09/10/2004",10321.92
"09/13/2004",10348.39
"09/14/2004",10340.13
"09/15/2004",10317.05
"09/16/2004",10281.88
"09/17/2004",10314.76
"09/20/2004",10283.87
"09/21/2004",10270.52
"09/22/2004",10244.05
"09/23/2004",10108.74
"09/24/2004",10081.3
"09/27/2004",10046.65
"09/28/2004",10099.52
"09/29/2004",10136.24
"09/30/2004",10142.94
"10/01/2004",10198.62
"10/04/2004",10270.37
"10/05/2004",10221.11
"10/06/2004",10240.14
"10/07/2004",10240.95
"10/08/2004",10148.04
"10/11/2004",10098.78
"10/12/2004",10102.33
"10/13/2004",10127.17
"10/14/2004",10003.36
"10/15/2004",9982.71
"10/18/2004",9960.15
"10/19/2004",10020.55
"10/20/2004",9895.7
"10/21/2004",9903.15
"10/22/2004",9883.25
"10/25/2004",9777.87
"10/26/2004",9888.48
"10/27/2004",10018.55
"10/28/2004",10044.95
"10/29/2004",10044.14
"11/01/2004",10076.59
"11/02/2004",10132.99
"11/03/2004",10215.51
"11/04/2004",10318.23
"11/05/2004",10416.67
"11/08/2004",10405.69
"11/09/2004",10427.81
"11/10/2004",10439.4
"11/11/2004",10486.65
"11/12/2004",10539.6
"11/15/2004",10563.02
"11/16/2004",10549.79
"11/17/2004",10602.85
"11/18/2004",10585.26
"11/19/2004",10573.74
"11/22/2004",10508.04
"11/23/2004",10514.99
"11/24/2004",10527.4
"11/26/2004",10543.29
"11/29/2004",10557.41
"11/30/2004",10483.14
"12/01/2004",10590.22
"12/02/2004",10629.16
"12/03/2004",10643.05
"12/06/2004",10591.99
"12/07/2004",10567.16
"12/08/2004",10506.85
"12/09/2004",10562.51
"12/10/2004",10575.58
"12/13/2004",10642.53
"12/14/2004",10695.07
"12/15/2004",10706.16
"12/16/2004",10726.85
"12/17/2004",10739.33
"12/20/2004",10735.27
"12/21/2004",10765.27
"12/22/2004",10822.68
"12/23/2004",10864.67
"12/27/2004",10868.07
"12/28/2004",10859.04
"12/29/2004",10853.72
"12/30/2004",10850.18
"12/31/2004",10832.52
"01/03/2005",10867.39
"01/04/2005",10769.56
"01/05/2005",10684.43
"01/06/2005",10667.58
"01/07/2005",10653.25
"01/10/2005",10663.74
"01/11/2005",10619.77
"01/12/2005",10622.88
"01/13/2005",10618.15
"01/14/2005",10567.01
"01/18/2005",10628.94
"01/19/2005",10626.28
"01/20/2005",10546.77
"01/21/2005",10512.18
"01/24/2005",10442.87
"01/25/2005",10509.83
"01/26/2005",10531.99
"01/27/2005",10498.14
"01/28/2005",10488.39
"01/31/2005",10510.19
"02/01/2005",10570.26
"02/02/2005",10616.37
"02/03/2005",10601.15
"02/04/2005",10723.89
"02/07/2005",10733.5
"02/08/2005",10744.51
"02/09/2005",10741.55
"02/10/2005",10763.94
"02/11/2005",10829.19
"02/14/2005",10802.29
"02/15/2005",10852.39
"02/16/2005",10853.43
"02/17/2005",10841.16
"02/18/2005",10792.02
"02/22/2005",10783.45
"02/23/2005",10700.69
"02/24/2005",10755.74
"02/25/2005",10845.6
"02/28/2005",10842.05
"03/01/2005",10849.14
"03/02/2005",10869.83
"03/03/2005",10869.17
"03/04/2005",10962.42
"03/07/2005",10984.46
"03/08/2005",10952.45
"03/09/2005",10923.18
"03/10/2005",10875.52
"03/11/2005",10872.35
"03/14/2005",10805.47
"03/15/2005",10838.65
"03/16/2005",10741.63
"03/17/2005",10658.64
"03/18/2005",10653.69
"03/21/2005",10630.49
"03/22/2005",10609.95
"03/23/2005",10486.69
"03/24/2005",10518.63
"03/28/2005",10533.55
"03/29/2005",10520.84
"03/30/2005",10544.18
"03/31/2005",10542.04
"04/01/2005",10568.93
"04/04/2005",10444.28
"04/05/2005",10476.49
"04/06/2005",10526
"04/07/2005",10557.11
"04/08/2005",10553.56
"04/11/2005",10482.18
"04/12/2005",10529.77
"04/13/2005",10521.06
"04/14/2005",10417.89
"04/15/2005",10278.53
"04/18/2005",10105.39
"04/19/2005",10156.53
"04/20/2005",10186.45
"04/21/2005",10218.6
"04/22/2005",10219.34
"04/25/2005",10260.2
"04/26/2005",10263.6
"04/27/2005",10219.56
"04/28/2005",10194.58
"04/29/2005",10196.36
"05/02/2005",10258.43
"05/03/2005",10304.54
"05/04/2005",10392.47
"05/05/2005",10405.77
"05/06/2005",10400.6
"05/09/2005",10384.86
"05/10/2005",10382.94
"05/11/2005",10311.19
"05/12/2005",10322.35
"05/13/2005",10234.34
"05/16/2005",10255.25
"05/17/2005",10336.9
"05/18/2005",10480.85
"05/19/2005",10494.74
"05/20/2005",10499.26
"05/23/2005",10560.81
"05/24/2005",10522.68
"05/25/2005",10503.17
"05/26/2005",10544.1
"05/27/2005",10552.01
"05/31/2005",10542.33
"06/01/2005",10586.37
"06/02/2005",10559.93
"06/03/2005",10553.19
"06/06/2005",10481
"06/07/2005",10578.84
"06/08/2005",10543.29
"06/09/2005",10526.37
"06/10/2005",10538.64
"06/13/2005",10589.16
"06/14/2005",10586.7
"06/15/2005",10589.93
"06/16/2005",10595.45
"06/17/2005",10656.29
"06/20/2005",10637.57
"06/21/2005",10630.36
"06/22/2005",10646.24
"06/23/2005",10589.01
"06/24/2005",10422.28
"06/27/2005",10332.13
"06/28/2005",10409.7
"06/29/2005",10433.79
"06/30/2005",10412.79
"07/01/2005",10343.79
"07/05/2005",10389.06
"07/06/2005",10380.47
"07/07/2005",10310.04
"07/08/2005",10462.26
"07/11/2005",10534.22
"07/12/2005",10544.04
"07/13/2005",10564.91
"07/14/2005",10657.69
"07/15/2005",10654.12
"07/18/2005",10640.19
"07/19/2005",10668.52
"07/20/2005",10691.3
"07/21/2005",10700.06
"07/22/2005",10658.58
"07/25/2005",10686.53
"07/26/2005",10626
"07/27/2005",10645.92
"07/28/2005",10710.48
"07/29/2005",10717.73
"08/01/2005",10672.36
"08/02/2005",10699.19
"08/03/2005",10698.07
"08/04/2005",10696.88
"08/05/2005",10610.81
"08/08/2005",10606.04
"08/09/2005",10639.08
"08/10/2005",10719.41
"08/11/2005",10685.89
"08/12/2005",10682.78
"08/15/2005",10655.08
"08/16/2005",10640.27
"08/17/2005",10588.93
"08/18/2005",10592.9
"08/19/2005",10626.26
"08/22/2005",10641.15
"08/23/2005",10577.46
"08/24/2005",10559
"08/25/2005",10465.36
"08/26/2005",10450.95
"08/29/2005",10487.5
"08/30/2005",10461.54
"08/31/2005",10484.79
"09/01/2005",10513.76
"09/02/2005",10497.45
"09/06/2005",10593.06
"09/07/2005",10640.43
"09/08/2005",10636.49
"09/09/2005",10695.92
"09/12/2005",10701.81
"09/13/2005",10674.03
"09/14/2005",10633.19
"09/15/2005",10582.07
"09/16/2005",10647.36
"09/19/2005",10644.57
"09/20/2005",10604.76
"09/21/2005",10484.55
"09/22/2005",10444.51
"09/23/2005",10455.81
"09/26/2005",10509.23
"09/27/2005",10496.25
"09/28/2005",10512.1
"09/29/2005",10563.37
"09/30/2005",10569.81
"10/03/2005",10608.56
"10/04/2005",10567.82
"10/05/2005",10438.47
"10/06/2005",10369.55
"10/07/2005",10347.3
"10/10/2005",10323.12
"10/11/2005",10312.88
"10/12/2005",10308.88
"10/13/2005",10241.32
"10/14/2005",10291.91
"10/17/2005",10350.99
"10/18/2005",10361.47
"10/19/2005",10414.13
"10/20/2005",10432.78
"10/21/2005",10350.98
"10/24/2005",10387
"10/25/2005",10411.65
"10/26/2005",10434.47
"10/27/2005",10349.22
"10/28/2005",10404.7
"10/31/2005",10486.65
"11/01/2005",10455.28
"11/02/2005",10493.54
"11/03/2005",10561.16
"11/04/2005",10552.38
"11/07/2005",10593.35
"11/08/2005",10574.22
"11/09/2005",10601.92
"11/10/2005",10655.53
"11/11/2005",10696.45
"11/14/2005",10710.06
"11/15/2005",10741.99
"11/16/2005",10712.22
"11/17/2005",10727.67
"11/18/2005",10796.26
"11/21/2005",10835.33
"11/22/2005",10877.43
"11/23/2005",10950.75
"11/25/2005",10955.48
"11/28/2005",10951.93
"11/29/2005",10959.79
"11/30/2005",10924.82
"12/01/2005",10934.9
"12/02/2005",10921.37
"12/05/2005",10876.95
"12/06/2005",10936.2
"12/07/2005",10868.06
"12/08/2005",10847.25
"12/09/2005",10805.95
"12/12/2005",10811.71
"12/13/2005",10871.51
"12/14/2005",10919.77
"12/15/2005",10938.74
"12/16/2005",10940.34
"12/19/2005",10922.41
"12/20/2005",10860.14
"12/21/2005",10900.89
"12/22/2005",10891.04
"12/23/2005",10904.8
"12/27/2005",10932.82
"12/28/2005",10825.16
"12/29/2005",10825.24
"12/30/2005",10783.86
"01/03/2006",10862.78
"01/04/2006",10892.64
"01/05/2006",10908.25
"01/06/2006",10968.84
"01/09/2006",11020.15
"01/10/2006",11013.98
"01/11/2006",11047.76
"01/12/2006",11045.84
"01/13/2006",10992.69
"01/17/2006",10957.87
"01/18/2006",10890.08
"01/19/2006",10915.95
"01/20/2006",10880.71
"01/23/2006",10737.04
"01/24/2006",10750.31
"01/25/2006",10760.57
"01/26/2006",10827.96
"01/27/2006",10932.34
"01/30/2006",10930.5
"01/31/2006",10923.45
"02/01/2006",10967.57
"02/02/2006",10950.11
"02/03/2006",10863.58
"02/06/2006",10814.51
"02/07/2006",10822.76
"02/08/2006",10865.42
"02/09/2006",10952.27
"02/10/2006",10944.99
"02/13/2006",10939.86
"02/14/2006",11047.68
"02/15/2006",11068.74
"02/16/2006",11120.76
"02/17/2006",11131.95
"02/21/2006",11140.77
"02/22/2006",11159.18
"02/23/2006",11135.89
"02/24/2006",11085.54
"02/27/2006",11132.61
"02/28/2006",11100.19
"03/01/2006",11069.38
"03/02/2006",11052.57
"03/03/2006",11106.68
"03/06/2006",11037.12
"03/07/2006",10989.01
"03/08/2006",11026.71
"03/09/2006",11049.12
"03/10/2006",11098.99
"03/13/2006",11116.68
"03/14/2006",11161.35
"03/15/2006",11226.74
"03/16/2006",11282.45
"03/17/2006",11290.07
"03/20/2006",11308.39
"03/21/2006",11334.96
"03/22/2006",11328.8
"03/23/2006",11327.2
"03/24/2006",11316.09
"03/27/2006",11280.45
"03/28/2006",11281.77
"03/29/2006",11244.35
"03/30/2006",11259.16
"03/31/2006",11191.36
"04/03/2006",11247.87
"04/04/2006",11269.17
"04/05/2006",11250.99
"04/06/2006",11246.91
"04/07/2006",11269.3
"04/10/2006",11185.54
"04/11/2006",11186.64
"04/12/2006",11144.14
"04/13/2006",11178.4
"04/17/2006",11159.99
"04/18/2006",11280.45
"04/19/2006",11302.95
"04/20/2006",11384.11
"04/21/2006",11405.88
"04/24/2006",11359.7
"04/25/2006",11355.37
"04/26/2006",11379.87
"04/27/2006",11416.93
"04/28/2006",11417.66
"05/01/2006",11428.37
"05/02/2006",11427.65
"05/03/2006",11424.93
"05/04/2006",11463.11
"05/05/2006",11586.38
"05/08/2006",11603.59
"05/09/2006",11640.73
"05/10/2006",11670.19
"05/11/2006",11639.45
"05/12/2006",11500.01
"05/15/2006",11435.34
"05/16/2006",11460.55
"05/17/2006",11410.13
"05/18/2006",11247.39
"05/19/2006",11180.29
"05/22/2006",11175.35
"05/23/2006",11202.65
"05/24/2006",11168.24
"05/25/2006",11214.98
"05/26/2006",11283.49
"05/30/2006",11278.13
"05/31/2006",11183.04
"06/01/2006",11270.21
"06/02/2006",11285.82
"06/05/2006",11248.79
"06/06/2006",11094.26
"06/07/2006",11077.38
"06/08/2006",10964.68
"06/09/2006",10976.2
"06/12/2006",10927.12
"06/13/2006",10862.3
"06/14/2006",10817
"06/15/2006",11036.48
"06/16/2006",11045.2
"06/19/2006",11057.61
"06/20/2006",11029.83
"06/21/2006",11131.73
"06/22/2006",11077.78
"06/23/2006",11074.26
"06/26/2006",11048.72
"06/27/2006",11064.09
"06/28/2006",10981.25
"06/29/2006",11195.54
"06/30/2006",11235.63
"07/03/2006",11231.3
"07/05/2006",11225.06
"07/06/2006",11257.08
"07/07/2006",11224.18
"07/10/2006",11174.47
"07/11/2006",11151.18
"07/12/2006",11149.96
"07/13/2006",11012.62
"07/14/2006",10848.37
"07/17/2006",10802.67
"07/18/2006",10813.79
"07/19/2006",11038.48
"07/20/2006",11037.28
"07/21/2006",10951.77
"07/24/2006",11065.95
"07/25/2006",11133.81
"07/26/2006",11157.82
"07/27/2006",11187.76
"07/28/2006",11243.31
"07/31/2006",11219.06
"08/01/2006",11185.28
"08/02/2006",11229.46
"08/03/2006",11268.2
"08/04/2006",11344.17
"08/07/2006",11245.95
"08/08/2006",11276.29
"08/09/2006",11250.84
"08/10/2006",11143.98
"08/11/2006",11121.16
"08/14/2006",11202.73
"08/15/2006",11234.27
"08/16/2006",11340.8
"08/17/2006",11372.42
"08/18/2006",11381.47
"08/21/2006",11380.99
"08/22/2006",11383.71
"08/23/2006",11370.82
"08/24/2006",11334.72
"08/25/2006",11317.43
"08/28/2006",11387.79
"08/29/2006",11379.55
"08/30/2006",11407.08
"08/31/2006",11405.32
"09/01/2006",11476.48
"09/05/2006",11488.17
"09/06/2006",11466.23
"09/07/2006",11405.24
"09/08/2006",11402.84
"09/11/2006",11421.25
"09/12/2006",11512.98
"09/13/2006",11567.25
"09/14/2006",11549.08
"09/15/2006",11613.51
"09/18/2006",11588.38
"09/19/2006",11562.05
"09/20/2006",11628.88
"09/21/2006",11630.56
"09/22/2006",11533.07
"09/25/2006",11616.48
"09/26/2006",11670.27
"09/27/2006",11720.77
"09/28/2006",11728.46
"09/29/2006",11741.99
"10/02/2006",11726.94
"10/03/2006",11758.95
"10/04/2006",11851.25
"10/05/2006",11870.06
"10/06/2006",11865.57
"10/09/2006",11872.94
"10/10/2006",11877.9
"10/11/2006",11875.98
"10/12/2006",11959.63
"10/13/2006",11960.51
"10/16/2006",11997.25
"10/17/2006",11979.08
"10/18/2006",12049.51
"10/19/2006",12027.74
"10/20/2006",12048.87
"10/23/2006",12125.16
"10/24/2006",12133.8
"10/25/2006",12147.97
"10/26/2006",12167.02
"10/27/2006",12164.86
"10/30/2006",12117.23
"10/31/2006",12113.39
"11/01/2006",12123.96
"11/02/2006",12032.55
"11/03/2006",12061.52
"11/06/2006",12117.71
"11/07/2006",12196.32
"11/08/2006",12193.75
"11/09/2006",12187.03
"11/10/2006",12127.08
"11/13/2006",12164.7
"11/14/2006",12228.01
"11/15/2006",12291.73
"11/16/2006",12325.91
"11/17/2006",12342.56
"11/20/2006",12355.23
"11/21/2006",12339.85
"11/22/2006",12361
"11/24/2006",12324.11
"11/27/2006",12279.53
"11/28/2006",12149.19
"11/29/2006",12240.67
"11/30/2006",12275.12
"12/01/2006",12248.04
"12/04/2006",12309.97
"12/05/2006",12335.37
"12/06/2006",12335.45
"12/07/2006",12360.76
"12/08/2006",12332.88
"12/11/2006",12354.59
"12/12/2006",12333.92
"12/13/2006",12368.61
"12/14/2006",12431.26
"12/15/2006",12486.3
"12/18/2006",12490.7
"12/19/2006",12491.91
"12/20/2006",12498.47
"12/21/2006",12483.73
"12/22/2006",12420.21
"12/26/2006",12418.2
"12/27/2006",12519.22
"12/28/2006",12529.88
"12/29/2006",12526.03
"01/03/2007",12580.35
"01/04/2007",12510.41
"01/05/2007",12480.13
"01/08/2007",12445.92
"01/09/2007",12466.43
"01/10/2007",12451.61
"01/11/2007",12544.46
"01/12/2007",12561.04
"01/16/2007",12585.08
"01/17/2007",12614
"01/18/2007",12611.91
"01/19/2007",12586.84
"01/22/2007",12572.58
"01/23/2007",12554.23
"01/24/2007",12623.45
"01/25/2007",12622.65
"01/26/2007",12539.09
"01/29/2007",12542.7
"01/30/2007",12538.45
"01/31/2007",12657.02
"02/01/2007",12682.57
"02/02/2007",12683.93
"02/05/2007",12681.21
"02/06/2007",12680.57
"02/07/2007",12700.28
"02/08/2007",12665.83
"02/09/2007",12675.68
"02/12/2007",12607.51
"02/13/2007",12658.22
"02/14/2007",12759.4
"02/15/2007",12779.03
"02/16/2007",12769.17
"02/20/2007",12795.93
"02/21/2007",12782.87
"02/22/2007",12763.73
"02/23/2007",12682.13
"02/26/2007",12697.23
"02/27/2007",12629.38
"02/28/2007",12353.47
"03/01/2007",12289.22
"03/02/2007",12247.4
"03/05/2007",12188.84
"03/06/2007",12224.41
"03/07/2007",12256.94
"03/08/2007",12303.64
"03/09/2007",12330.88
"03/12/2007",12349.95
"03/13/2007",12307.57
"03/14/2007",12142.94
"03/15/2007",12188.12
"03/16/2007",12190.36
"03/19/2007",12234.67
"03/20/2007",12294.03
"03/21/2007",12480.45
"03/22/2007",12476.28
"03/23/2007",12511.05
"03/26/2007",12486.78
"03/27/2007",12468.67
"03/28/2007",12396.49
"03/29/2007",12381.91
"03/30/2007",12416.68
"04/02/2007",12394.98
"04/03/2007",12534.27
"04/04/2007",12541.51
"04/05/2007",12572.47
"04/09/2007",12593.6
"04/10/2007",12588.56
"04/11/2007",12580.03
"04/12/2007",12557.35
"04/13/2007",12615.38
"04/16/2007",12731.18
"04/17/2007",12790.02
"04/18/2007",12838.46
"04/19/2007",12830.08
"04/20/2007",12966.29
"04/23/2007",12983.92
"04/24/2007",12989.86
"04/25/2007",13107.45
"04/26/2007",13132.8
"04/27/2007",13148
"04/30/2007",13162.06
"05/01/2007",13137.76
"05/02/2007",13256.33
"05/03/2007",13246.82
"05/04/2007",13284.53
"05/07/2007",13317.69
"05/08/2007",13314.43
"05/09/2007",13369.29
"05/10/2007",13359.13
"05/11/2007",13333.45
"05/14/2007",13383.76
"05/15/2007",13481.6
"05/16/2007",13489.57
"05/17/2007",13516.71
"05/18/2007",13558.48
"05/21/2007",13586.03
"05/22/2007",13586.68
"05/23/2007",13609.76
"05/24/2007",13624.55
"05/25/2007",13516.14
"05/29/2007",13564.66
"05/30/2007",13636.09
"05/31/2007",13673.07
"06/01/2007",13692
"06/04/2007",13690.38
"06/05/2007",13673.51
"06/06/2007",13591.07
"06/07/2007",13480.22
"06/08/2007",13431.22
"06/11/2007",13478.11
"06/12/2007",13449.5
"06/13/2007",13485.12
"06/14/2007",13581.61
"06/15/2007",13688.66
"06/18/2007",13667.94
"06/19/2007",13652.17
"06/20/2007",13674.36
"06/21/2007",13564.21
"06/22/2007",13545.11
"06/25/2007",13488.77
"06/26/2007",13452.52
"06/27/2007",13433.01
"06/28/2007",13498.29
"06/29/2007",13524.54
"07/02/2007",13537.87
"07/03/2007",13591.69
"07/05/2007",13580.06
"07/06/2007",13633.63
"07/09/2007",13670.46
"07/10/2007",13649.24
"07/11/2007",13590.95
"07/12/2007",13869.94
"07/13/2007",13932.29
"07/16/2007",13989.11
"07/17/2007",14021.95
"07/18/2007",13965.94
"07/19/2007",14015.85
"07/20/2007",14009.27
"07/23/2007",13973.99
"07/24/2007",13940.99
"07/25/2007",13822.22
"07/26/2007",13783.45
"07/27/2007",13520.8
"07/30/2007",13397.73
"07/31/2007",13498.53
"08/01/2007",13393.02
"08/02/2007",13503.33
"08/03/2007",13471.79
"08/06/2007",13470.16
"08/07/2007",13608.11
"08/08/2007",13695.82
"08/09/2007",13652.33
"08/10/2007",13306.52
"08/13/2007",13338.15
"08/14/2007",13269.78
"08/15/2007",13119.32
"08/16/2007",12885.85
"08/17/2007",13167.68
"08/20/2007",13181.66
"08/21/2007",13178.33
"08/22/2007",13248.08
"08/23/2007",13298.64
"08/24/2007",13381.47
"08/27/2007",13387.33
"08/28/2007",13318.6
"08/29/2007",13293.44
"08/30/2007",13315.14
"08/31/2007",13428.95
"09/04/2007",13494.06
"09/05/2007",13443.17
"09/06/2007",13398.71
"09/07/2007",13360.83
"09/10/2007",13207.19
"09/11/2007",13325.95
"09/12/2007",13360.01
"09/13/2007",13469.27
"09/14/2007",13459.75
"09/17/2007",13451.54
"09/18/2007",13739.96
"09/19/2007",13867.5
"09/20/2007",13822.14
"09/21/2007",13877.17
"09/24/2007",13874.41
"09/25/2007",13787.19
"09/26/2007",13915.79
"09/27/2007",13920.42
"09/28/2007",13924.81
"10/01/2007",14115.51
"10/02/2007",14107.47
"10/03/2007",14038.94
"10/04/2007",14010.41
"10/05/2007",14124.54
"10/08/2007",14067.96
"10/09/2007",14166.97
"10/10/2007",14165.02
"10/11/2007",14198.1
"10/12/2007",14101.77
"10/15/2007",14118.52
"10/16/2007",13992.03
"10/17/2007",14012.84
"10/18/2007",13913.75
"10/19/2007",13888.47
"10/22/2007",13587.22
"10/23/2007",13684.6
"10/24/2007",13690.45
"10/25/2007",13741.26
"10/26/2007",13811.25
"10/29/2007",13901.4
"10/30/2007",13869.29
"10/31/2007",13962.53
"11/01/2007",13924.16
"11/02/2007",13632.9
"11/05/2007",13618.27
"11/06/2007",13669.72
"11/07/2007",13647.29
"11/08/2007",13354
"11/09/2007",13262.14
"11/12/2007",13162.64
"11/13/2007",13319.45
"11/14/2007",13367.17
"11/15/2007",13262.14
"11/16/2007",13211.17
"11/19/2007",13176.3
"11/20/2007",13107.37
"11/21/2007",13007.71
"11/23/2007",12980.88
"11/26/2007",13037.3
"11/27/2007",12991.85
"11/28/2007",13325.87
"11/29/2007",13346.27
"11/30/2007",13466.99
"12/03/2007",13407.24
"12/04/2007",13316.28
"12/05/2007",13460.24
"12/06/2007",13632.9
"12/07/2007",13668.1
"12/10/2007",13754.02
"12/11/2007",13780.11
"12/12/2007",13704.52
"12/13/2007",13527.63
"12/14/2007",13515.36
"12/17/2007",13339.45
"12/18/2007",13279.46
"12/19/2007",13300.43
"12/20/2007",13288.4
"12/21/2007",13473.98
"12/24/2007",13563.48
"12/26/2007",13563.32
"12/27/2007",13551.04
"12/28/2007",13451.38
"12/31/2007",13364.73
"01/02/2008",13279.54
"01/03/2008",13137.93
"01/04/2008",13046.72
"01/07/2008",12884.15
"01/08/2008",12906.42
"01/09/2008",12738.64
"01/10/2008",12931.29
"01/11/2008",12851.14
"01/14/2008",12794.57
"01/15/2008",12777.5
"01/16/2008",12613.13
"01/17/2008",12517.61
"01/18/2008",12341.54
"01/22/2008",12092.72
"01/23/2008",12276.67
